city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_114,0.926,,No relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,never,68,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,>4,84,0.0
city_157,0.769,,Has relevent experience,Full time course,Graduate,STEM,5,,,1,19,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,166,0.0
city_46,0.762,Male,Has relevent experience,,Phd,STEM,15,<10,Funded Startup,>4,19,0.0
city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,2,145,0.0
city_123,0.738,,No relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,,44,0.0
city_167,0.921,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10-49,Pvt Ltd,1,35,0.0
city_45,0.89,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,10-49,Pvt Ltd,1,22,0.0
city_114,0.926,Male,No relevent experience,Full time course,High School,,6,,,never,45,0.0
city_10,0.895,Female,No relevent experience,Full time course,Graduate,STEM,7,,NGO,1,21,1.0
city_160,0.92,,No relevent experience,Full time course,High School,,4,10000+,Pvt Ltd,1,4,0.0
city_123,0.738,Male,Has relevent experience,no_enrollment,Masters,STEM,12,100-500,Pvt Ltd,1,216,0.0
city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,9,5000-9999,Pvt Ltd,,14,0.0
city_162,0.767,,No relevent experience,Full time course,Primary School,,3,,,1,50,1.0
city_27,0.848,,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,4,139,0.0
city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,,Pvt Ltd,never,11,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15,,NGO,1,77,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,never,8,0.0
city_114,0.926,Male,No relevent experience,no_enrollment,Masters,Other,>20,10000+,Pvt Ltd,never,52,0.0
city_84,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,4,39,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,Public Sector,>4,32,0.0
city_54,0.856,Male,Has relevent experience,no_enrollment,Graduate,No Major,5,50-99,Pvt Ltd,1,83,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10-49,Pvt Ltd,1,4,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,18,0.0
city_162,0.767,Male,No relevent experience,Full time course,High School,,3,,,never,49,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,1,166,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10-49,Pvt Ltd,1,32,0.0
city_100,0.887,Male,Has relevent experience,no_enrollment,Primary School,,4,10-49,Pvt Ltd,1,14,0.0
city_103,0.92,,Has relevent experience,no_enrollment,High School,,5,100-500,NGO,1,140,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Funded Startup,2,20,1.0
city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,500-999,Pvt Ltd,3,23,0.0
city_103,0.92,,Has relevent experience,,,,10,<10,Funded Startup,3,14,0.0
city_90,0.698,Male,No relevent experience,Full time course,Graduate,STEM,3,,,1,45,1.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10-49,Pvt Ltd,>4,52,0.0
city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,19,1000-4999,Public Sector,>4,142,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,9,1000-4999,Public Sector,1,131,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,314,0.0
city_103,0.92,,No relevent experience,Full time course,Graduate,Humanities,<1,50-99,Public Sector,1,196,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Early Stage Startup,1,27,0.0
city_21,0.624,,No relevent experience,Full time course,,,2,,,never,61,0.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,,,2,82,0.0
city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10-49,Pvt Ltd,>4,21,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,2,94,1.0
city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,2,78,0.0
city_103,0.92,Male,No relevent experience,Part time course,,,9,,,2,77,1.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,105,0.0
city_126,0.479,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Public Sector,1,22,0.0
city_16,0.91,Female,Has relevent experience,no_enrollment,High School,,9,10-49,Pvt Ltd,2,12,0.0
city_126,0.479,Female,No relevent experience,Part time course,Masters,STEM,9,,,1,99,1.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,16,,,4,76,0.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,5,,Pvt Ltd,never,9,1.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,100-500,Funded Startup,3,162,0.0
city_100,0.887,Male,No relevent experience,Part time course,Graduate,STEM,5,,,3,54,0.0
city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,never,78,0.0
city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,14,,,>4,140,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,Funded Startup,1,5,1.0
city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,8,,,3,110,1.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,5,,,>4,13,1.0
city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,4,,,never,37,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,never,3,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,7,50-99,Pvt Ltd,1,85,0.0
city_64,0.6659999999999999,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,,1,14,0.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,94,0.0
city_21,0.624,,Has relevent experience,Part time course,Graduate,STEM,3,,,1,9,1.0
city_103,0.92,Male,Has relevent experience,Full time course,High School,,6,100-500,Funded Startup,3,167,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,1,14,0.0
city_102,0.804,Male,No relevent experience,Full time course,High School,,3,1000-4999,Pvt Ltd,1,4,0.0
city_159,0.843,,No relevent experience,no_enrollment,Phd,STEM,9,10000+,Pvt Ltd,1,87,0.0
city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,never,17,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,NGO,1,23,0.0
city_160,0.92,,No relevent experience,no_enrollment,Phd,Humanities,>20,1000-4999,Public Sector,>4,19,0.0
city_46,0.762,,No relevent experience,no_enrollment,Masters,Arts,9,10000+,Pvt Ltd,>4,10,0.0
city_165,0.903,,No relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Pvt Ltd,>4,92,0.0
city_21,0.624,,No relevent experience,Full time course,Masters,STEM,4,,,never,43,1.0
city_36,0.893,Male,No relevent experience,no_enrollment,Masters,STEM,8,50-99,NGO,2,68,0.0
city_102,0.804,,No relevent experience,Full time course,Graduate,STEM,4,,,never,33,0.0
city_73,0.754,,Has relevent experience,no_enrollment,Graduate,STEM,11,,,2,154,1.0
city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,2,51,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,45,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,4,,,never,56,0.0
city_126,0.479,Male,No relevent experience,Full time course,Masters,Other,1,10-49,Other,,23,1.0
city_12,0.64,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,>4,30,0.0
city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,1,50,1.0
city_103,0.92,Male,No relevent experience,no_enrollment,High School,,4,,,2,14,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,,NGO,2,12,0.0
city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,163,0.0
city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,never,17,0.0
city_159,0.843,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,,1,29,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,1,52,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Early Stage Startup,1,120,0.0
city_21,0.624,Male,No relevent experience,Full time course,High School,,6,,,never,44,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,>4,67,0.0
city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,Pvt Ltd,4,151,1.0
city_136,0.897,,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,1,256,1.0
city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,2,14,0.0
city_144,0.84,Male,No relevent experience,no_enrollment,High School,,3,,,never,14,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Funded Startup,3,81,1.0
city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,2,100-500,,,37,1.0
city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,<1,500-999,Pvt Ltd,1,22,0.0
city_103,0.92,Female,No relevent experience,no_enrollment,Phd,STEM,7,500-999,Public Sector,4,28,0.0
city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,1,42,0.0
city_40,0.7759999999999999,Male,No relevent experience,Full time course,Graduate,STEM,9,,,1,50,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10-49,Funded Startup,1,105,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,never,162,1.0
city_116,0.743,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,4,6,0.0
city_160,0.92,,No relevent experience,no_enrollment,Masters,Humanities,2,<10,Early Stage Startup,1,43,0.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,2,41,0.0
city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,1,40,0.0
city_138,0.836,,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,2,50,0.0
city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,1,21,0.0
city_90,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,3,,,1,83,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,Pvt Ltd,1,14,0.0
city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,1,26,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,90,0.0
city_16,0.91,Female,No relevent experience,Full time course,Graduate,STEM,2,<10,Pvt Ltd,2,122,0.0
city_23,0.899,Male,No relevent experience,Full time course,High School,,<1,,,never,37,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Public Sector,>4,5,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Funded Startup,1,78,0.0
city_36,0.893,Male,Has relevent experience,Full time course,High School,,5,,,2,36,1.0
city_67,0.855,Female,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Funded Startup,1,156,0.0
city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,20,1000-4999,Pvt Ltd,2,14,0.0
city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,1,24,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,97,1.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,5000-9999,Public Sector,2,19,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,1,57,1.0
city_13,0.8270000000000001,Male,No relevent experience,Full time course,Graduate,STEM,12,,,never,3,0.0
city_162,0.767,Male,No relevent experience,Full time course,Masters,STEM,9,100-500,NGO,>4,24,1.0
city_160,0.92,Male,No relevent experience,no_enrollment,Masters,Other,>20,100-500,Public Sector,>4,34,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,50-99,Funded Startup,1,18,0.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,7,100-500,Funded Startup,2,53,1.0
city_160,0.92,Male,No relevent experience,no_enrollment,High School,,1,,Pvt Ltd,never,40,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,84,0.0
city_160,0.92,Male,Has relevent experience,Full time course,High School,,4,,,1,154,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,>20,,,2,35,0.0
city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,19,,,>4,14,1.0
city_126,0.479,,No relevent experience,,Graduate,STEM,1,100-500,Pvt Ltd,1,110,1.0
city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,3,,,1,97,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,1,75,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,39,0.0
city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,7,,,never,109,1.0
city_114,0.926,Male,No relevent experience,Part time course,Graduate,STEM,5,10000+,Pvt Ltd,1,58,0.0
city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,3,,,never,35,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,5,100-500,Pvt Ltd,2,22,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,85,0.0
city_21,0.624,Male,Has relevent experience,Full time course,Primary School,,2,100-500,Public Sector,2,50,1.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,500-999,Funded Startup,3,127,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,>4,276,0.0
city_165,0.903,,Has relevent experience,no_enrollment,Graduate,Arts,17,1000-4999,,3,47,0.0
city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,2,16,0.0
city_165,0.903,Male,Has relevent experience,no_enrollment,Masters,STEM,12,100-500,Pvt Ltd,1,14,0.0
city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,2,,,,26,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Funded Startup,2,64,0.0
city_114,0.926,Male,No relevent experience,Full time course,Masters,STEM,5,,,1,10,1.0
city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,13,5000-9999,Public Sector,2,88,0.0
city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,5,500-999,Pvt Ltd,>4,46,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,500-999,Pvt Ltd,4,29,0.0
city_116,0.743,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,,,2,31,0.0
city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,1,9,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,2,28,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,2,121,0.0
city_28,0.939,,No relevent experience,no_enrollment,High School,,1,1000-4999,Pvt Ltd,1,83,1.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,500-999,Pvt Ltd,>4,23,0.0
city_21,0.624,Male,Has relevent experience,Full time course,High School,,9,100-500,Pvt Ltd,1,28,0.0
city_39,0.898,Male,No relevent experience,Full time course,Graduate,STEM,6,,,never,47,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,,1,141,0.0
city_54,0.856,Female,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Funded Startup,1,162,0.0
city_11,0.55,,Has relevent experience,no_enrollment,Graduate,STEM,5,10-49,Pvt Ltd,1,45,0.0
city_173,0.878,Male,No relevent experience,no_enrollment,Primary School,,2,,,never,47,0.0
city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,2,32,0.0
city_21,0.624,,Has relevent experience,Full time course,,,2,100-500,Pvt Ltd,1,12,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,Pvt Ltd,1,84,0.0
city_11,0.55,Male,Has relevent experience,Full time course,Graduate,STEM,4,<10,,1,69,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,24,0.0
city_21,0.624,,No relevent experience,Full time course,Masters,STEM,6,,,1,3,1.0
city_21,0.624,Male,No relevent experience,Full time course,High School,,4,,Pvt Ltd,never,58,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,NGO,1,28,0.0
city_21,0.624,Male,No relevent experience,Full time course,High School,,5,,,never,18,0.0
city_79,0.698,,Has relevent experience,Part time course,Graduate,STEM,5,,,1,17,0.0
city_67,0.855,,No relevent experience,no_enrollment,High School,,8,,,1,80,0.0
city_114,0.926,Male,No relevent experience,no_enrollment,High School,,8,,,never,124,0.0
city_114,0.926,Male,No relevent experience,no_enrollment,,,3,,,never,47,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,5,100-500,Pvt Ltd,>4,91,1.0
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,16,10-49,Pvt Ltd,1,46,1.0
city_114,0.926,Male,No relevent experience,Full time course,Masters,STEM,19,,,>4,13,1.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,12,100-500,Pvt Ltd,4,136,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,,,>4,3,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,1,94,1.0
city_159,0.843,,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Funded Startup,1,70,1.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,4,60,0.0
city_114,0.926,,Has relevent experience,no_enrollment,Graduate,STEM,14,,,1,65,1.0
city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,2,,,1,65,1.0
city_128,0.527,Male,Has relevent experience,Part time course,Masters,STEM,8,50-99,Pvt Ltd,>4,37,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,57,1.0
city_114,0.926,Female,No relevent experience,Part time course,Graduate,STEM,5,10000+,Pvt Ltd,1,10,0.0
city_103,0.92,,Has relevent experience,,Masters,No Major,>20,100-500,Pvt Ltd,never,29,0.0
city_61,0.913,,Has relevent experience,no_enrollment,Graduate,Humanities,<1,<10,NGO,1,18,1.0
city_101,0.5579999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10-49,Pvt Ltd,1,11,1.0
city_21,0.624,Male,No relevent experience,no_enrollment,,,7,,,never,46,1.0
city_103,0.92,Male,No relevent experience,no_enrollment,High School,,9,,,never,20,0.0
city_16,0.91,,No relevent experience,no_enrollment,High School,,5,,Pvt Ltd,1,70,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,<10,Pvt Ltd,never,144,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,5,<10,Early Stage Startup,never,152,0.0
city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,No Major,10,,,4,13,0.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,42,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,High School,,4,,,never,55,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,17,500-999,,1,162,0.0
city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10-49,,1,44,0.0
city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,9,10-49,Early Stage Startup,1,24,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,14,10-49,Other,>4,188,0.0
city_90,0.698,Female,No relevent experience,Full time course,Graduate,STEM,2,,,never,18,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,3,155,0.0
city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,316,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,,,1,55,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Early Stage Startup,2,130,0.0
city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,,3,7,0.0
city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,10,0.0
city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Early Stage Startup,>4,46,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,38,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10-49,Pvt Ltd,4,22,1.0
city_11,0.55,,No relevent experience,Full time course,Graduate,STEM,4,10-49,Pvt Ltd,1,156,1.0
city_103,0.92,Male,No relevent experience,Full time course,High School,,4,,,1,28,1.0
city_103,0.92,,Has relevent experience,no_enrollment,Graduate,Business Degree,5,1000-4999,Pvt Ltd,1,99,0.0
city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,10000+,Pvt Ltd,2,72,0.0
city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,1,20,0.0
city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,3,178,0.0
city_136,0.897,Male,No relevent experience,Full time course,Phd,STEM,14,10-49,Public Sector,1,12,1.0
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,NGO,4,50,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Pvt Ltd,1,32,0.0
city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,2,6,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,1000-4999,Pvt Ltd,4,6,0.0
city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,<1,,,>4,125,1.0
city_150,0.698,Male,No relevent experience,Full time course,Graduate,STEM,6,,,1,150,0.0
city_70,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,,,1,47,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Funded Startup,1,48,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,,2,55,1.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,1,28,0.0
city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,>4,20,0.0
city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Public Sector,1,10,0.0
city_159,0.843,,Has relevent experience,no_enrollment,Graduate,STEM,13,<10,Pvt Ltd,>4,22,0.0
city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,>4,4,1.0
city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,No Major,16,,Pvt Ltd,1,104,0.0
city_57,0.866,,No relevent experience,no_enrollment,High School,,2,500-999,Pvt Ltd,never,148,0.0
city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,15,0.0
city_73,0.754,Male,Has relevent experience,Part time course,Graduate,Humanities,11,,,>4,166,0.0
city_136,0.897,Male,No relevent experience,no_enrollment,Masters,Humanities,>20,,,4,163,0.0
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,1,12,1.0
city_76,0.698,,No relevent experience,no_enrollment,Masters,STEM,2,<10,Funded Startup,2,113,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,NGO,1,12,0.0
city_21,0.624,Female,No relevent experience,Full time course,High School,,3,,,never,242,0.0
city_11,0.55,Male,Has relevent experience,,Graduate,STEM,2,10-49,Pvt Ltd,1,3,1.0
city_157,0.769,Male,No relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,1,50,0.0
city_19,0.682,Male,No relevent experience,Full time course,Primary School,,3,,,never,73,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,6,0.0
city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,2,,,1,46,1.0
city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,12,0.0
city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Public Sector,>4,7,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,,,1,63,0.0
city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,2,54,0.0
city_90,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,13,10-49,NGO,3,50,0.0
city_101,0.5579999999999999,Male,No relevent experience,Full time course,Graduate,Other,4,,,1,43,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,70,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,140,0.0
city_67,0.855,Male,Has relevent experience,Part time course,Masters,STEM,1,10000+,Pvt Ltd,1,47,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,4,8,0.0
city_160,0.92,,No relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Public Sector,1,98,0.0
